,freeforms
Miles O'Brien - Freeform,1
canon-typical eye stuff,1
crises of faith,1
the aftermath of the Cardassian occupation,1
xxc and sl are incapable of truly random walks on a graph because their paths always intersect,1
Seducing your husband's alternate universe counterpart out of pettiness,1
Power Imbalance,1
Morally Ambiguous Character,1
Implied/Referenced Cheating,1
Cardassians think everyone is inherently bisexual bc I'm bi and i said so,1
Alternate Garak is Not A Good Guy Necessarily,1
collaring,1
Kinktober 2020,1
Collars,1
sprinkles in a bit of self-hate,1
Garak gets emotional,1
y'all I'm not kidding this starts hella dark,1
but I promise I don't write things that don't end well,1
Past Brainwashing,1
Miles is a good bro,1
Languages and Linguistics,1
Blind Character,1
Hookups,1
Restraints,1
Torture is a love language for Garak and Julian is canonically obsessed with James Bond,1
Masochism,1
Light Sadism,1
extremely vague allusions to dubious consent,1
Car Sex,1
would be rated E on Cardassia,1
Ridge Sex,1
Footnotes,1
Sensual Play,1
Complete,1
Mistaken For A Couple,1
Domesticity,1
Garak is so broken,1
Voyager Season 04,1
Cardassian Poetry,1
Canon-typical invasion of privacy by Garak,1
Autistic!Julian,1
Ace!Garak,1
Lust,1
Somewhat Canon Compliant and Somewhat Canon Divergent,1
New Relationship,1
Emotions,1
Exhibitionism?,1
Exhibitionism,1
Starts out funny but ends kind of sad,1
Sex with males females and other things,1
hopes dashed,1
a way home,1
False Hopes,1
Garak has no respect for Bashir’s privacy and Bashir tolerates it more than he really should,1
Deep Space Nine Season 06,1
uuuhhh angst oops,1
there's humor and cute moments too,1
denial and sex and banter,1
collection of snapshot scenes,1
Morning Wood,1
Morning Kisses,1
Fluff without Plot,1
Sexy Arguing,1
Sass,1
Salty-Prim Garak,1
Bottom Garak,1
my fanart,1
Inspired by Fanart,1
Caring!Julian,1
Hair Washing,1
Bickering,1
information gathering,1
hate flirting,1
but also hidden vulnerability,1
Weyoun's a jealous bitch,1
'ame no',1
Episode: s04e07 Starship Down,1
Semi-One Sided,1
Sad Brunt is still gross and mean,1
Making Up,1
Domestic Disputes,1
Dante's Inferno inspired,1
Canon Era,1
Making things right,1
Hope,1
research!,1
coming at things from an informed place,1
Implied Past Abuse,1
Good,1
Do you have a strange sense of humor?,1
... in a way,1
Sex Games,1
Bad Ensign,1
shameless fluff,1
body shame,1
body image issues,1
bathing together,1
Spy!Garak,1
Seriously these two dorks are adorkable,1
Nudity and physical intimacy,1
Naked Cuddling,1
Implied Self-Harm,1
Episode: s05e06 Trials and Tribble-ations,1
referenced rape,1
referenced CSA,1
dancing and pornographic hand-holding,1
Platonic BDSM,1
Nemesis didn’t happen,1
M/M/M,1
Kink Negotiation,1
Implied kink,1
Healing from trauma,1
Grey-A-ish Garak,1
Garak is learning to trust,1
Established Julian Bashir/Elim Garak,1
Established Bashir/Data/Picard,1
Dom!Data,1
Abuse referenced,1
or is it?!,1
is this how you write fluff?,1
because me,1
letter writing,1
Trope-flavored bubblegum,1
Julian and Jadzia are the bi brotp of my dreams,1
Everything is Beautiful and Nothing Hurts,1
smut-ish?,1
oh so many feelings,1
fluff (mostly),1
Working Out Each Other's Boundaries,1
Thoughts and Dialogue Only,1
Sort-Of Smut But Not Smut,1
Some miscommunication about personal boundaries but no actual abuse,1
Platonic Soulmates,1
Platonic Relationships,1
Platonic Male/Male Relationships,1
Inner Dialogue,1
Post-A Stitch in Time canon,1
Setting Boundaries,1
Sub!Picard,1
autistic bashir,1
Third Generation Immigrant Parmak,1
The Crimson Shadow - Una McCormack,1
Referenced Child Abuse,1
Parmak isn’t the one-dimensional Good Guy we see through Garak’s eyes,1
Parmak Confesses and Garak Forgives,1
Intersex Kelas Parmak,1
Garak is a Romantic at Heart,1
Garak Buys a Gift for Parmak,1
Cardassians aren’t a racial and cultural homogeony!,1
Time Loop,1
Character Only One Who Remembers Temporary Timeline Alteration,1
Micropenis,1
Garak's canon pansexuality,1
Tails,1
Non-Explicit,1
Digital Painting,1
Jack's disjointed thoughts,1
scent hound,1
alien difference,1
alien biological differences,1
aggressive!Garak,1
Scent Kink,1
Olfactophilia,1
Garak has a forked tongue and you can't tell me otherwise,1
Clothed male/naked male,1
Analingus,1
sub!Julian Bashir,1
negotiating relationships,1
established Data/Picard,1
let the aliens be soft,1
Biological differences,1
Body-related humor? kinda??,1
Abandoned Work - Unfinished and Discontinued,1
off screen sex,1
Alien Sex Toys,1
Riding,1
incorrect usage of phallic anatomy,1
Security Surveillance,1
Acquaintances to Lovers,1
There was suffering involved in writing this so I hope there’s suffering involved in reading it,1
Naming your own penis,1
Julian's issues,1
Garak's issues,1
Birthdays,1
Julian's stupid foot fetish,1
Dom Kelas Parmak,1
Babel Trek Open Project (Star Trek),1
which is weird for me,1
Deep Space Memes,1
but also hints of sexual intimacy,1
because Garashir,1
actually no porn,1
Relationship Negotiation,1
Massage,1
Explicit Consent,1
Triple Drabble,1
POV Cassian Andor,1
Injured Cassian Andor,1
Rhyme,1
set in late season 5 maybe? or afterwards,1
everyone ships it,1
Public Display of Affection,1
POV Practically Everyone,1
Fraternization,1
Heterosexual Sex,1
Starship Enterprise (Star Trek),1
Canon-Compliant,1
tolerating to friends,1
soul searching,1
persistent Hannibal,1
past self defence,1
kinda Garashir AU,1
heart to heart,1
enemies to tolerating,1
do not copy to another site,1
discussions about past torture,1
confession of feelings in awkward places,1
accidental date,1
Tailor Hannibal (or is he a spy?),1
Separation,1
Season 1 DS9,1
Pet Adoption,1
PTSD flashbacks,1
Mostly Human Will,1
Manipulative Hannibal,1
Entomologist Will,1
Developing Friendships,1
Cardassian Hannibal,1
Alternate Universe - Star Trek DS9,1
Non-sexual fingering,1
Garak in prison,1
Fingering,1
Body Orifice Search,1
Patient Nice Good Relationship Style Stuff,1
Lizard People Dear Reader,1
Unabashed Abuse of Italics,1
Lighthearted,1
Rape Aftermath,1
Discussion of fetishes and porn,1
Implied/Referenced Smut,1
Clothes,1
sex as a business transaction,1
all the snark,1
this is basically very soft and sweet,1
nightmare problems and wholesome garak,1
Light Dom/sub,1
Corsetry,1
Knife Play,1
Blood Play,1
Blood Kink,1
Consensual Kink,1
post-dominion war,1
Post-Slash,1
Orchids,1
Garak’s obsession with Human literature,1
Date Rape Drug/Roofies,1
nothing graphic,1
illegitimate child,1
bad memories,1
Vasectomy,1
Not between pairing,1
Genetic Enhancement,1
Forced Prostitution,1
Vacation,1
Day At The Beach,1
Dubcon Kissing,1
But Mostly Hurt,1
Because This is Star Trek,1
And the Comfort is Probably a Bad Idea,1
Also Some Gratuitous Shakespeare,1
Morning Rituals,1
No Privacy On A Space Station,1
Possible clothing kink,1
Surveillence!Garak,1
the spy au we deserve,1
Explicit Language,1
Embarassment,1
lots of talk about sex,1
No nut november,1
Personal Growth,1
Found Family,1
Emotionally Repressed,1
finding each other in a time of crisis,1
Survivor Guilt,1
Descriptions of graphic violence,1
Alternate Universe - Modern Setting,1
shameless foreshadowing,1
Teenage Elim Garak,1
Pre-Canon Cardassia,1
Coming of Age,1
woops busted,1
rubbing of fabrics,1
other names for penis :),1
like a penis,1
haha - Freeform,1
fabric thats on sensetive things,1
Surprise Kissing,1
Garak x Bashir,1
Garak being low key bottom,1
Busted,1
Bashir being kinda dom,1
waking up together,1
The Morning After The Night Before,1
Worf would like Julian specifically to just not,1
